source;target;operator;cables;fromrelation;voltage;wires;ref;rohmkm;ithmaxa;type;frequency;wktsrid4326;lengthm;xohmkm;cnfkm;name;lid
315024;65327;;6;'';220000;;"22.268;22.269";;;line;;"SRID=4326;LINESTRING(12.1983938934188 42.9947011598691,12.1852240819086 42.9817482698185)";1655.40932254139;;;;619578
52893;61863;;3;'';220000;;22.276/2;;;line;;"SRID=4326;LINESTRING(9.50208064494247 45.5135159607296,9.40997865473978 45.329289913159)";21856.4255968273;;;Cassano-Tavazzano Ovest;706678
52893;53487;;"6;6";'';"220000;220000;220000;220000";;"22.L12;22.L13";;;line;;"SRID=4326;LINESTRING(9.50208064494247 45.5135159607296,9.2356430702092 45.5128195764826)";23553.6982104874;;;;714221
315048;315049;;"1;1";'';"220000;0";;;;;line;50;"SRID=4326;LINESTRING(8.56134258722422 46.6124390470486,8.5527256359042 46.6243920523966)";1483.63414828094;;;;805673
315049;317812;;3;'';220000;;;;;line;50;"SRID=4326;LINESTRING(8.55272219820044 46.6243977522091,8.57845066658985 46.6499525394645)";3551.69682901577;;;;687837
52920;53610;;"3;3";'';"380000;220000";2;21.382;;;line;50;"SRID=4326;LINESTRING(12.5307741002621 41.7199003744293,12.3267991481752 41.8769383021497)";26061.128504361;;;Roma Sud-Roma Ovest;320835
52920;57711;;3;'';220000;;22.202;;;line;;"SRID=4326;LINESTRING(12.5307741002621 41.7199003744293,12.5371204297204 41.78403848502)";8554.32459058334;;;Roma Sud-CinecittÃ ;25178
52920;57712;;3;'';220000;;22.213;;;line;;"SRID=4326;LINESTRING(12.5307741002621 41.7199003744293,12.4823347069259 41.8055528213413)";11718.7797026874;;;Roma Sud-San Paolo;26928
52920;54070;;3;'';"380000;380000";3;21.305;;;line;;"SRID=4326;LINESTRING(12.5307741002621 41.7199003744293,11.7997451912427 42.1650036346533)";84206.5784810091;;;Aurelia-Roma sud;320959
52920;54168;;3;'';380000;3;21.384;;;line;;"SRID=4326;LINESTRING(12.5307741002621 41.7199003744293,12.7926893112059 41.5204157116593)";32231.9451354673;;;;704695
315075;53809;RTE;"3;3;6";'';"400000;400000;400000";"3;3;3";;;;line;;"SRID=4326;LINESTRING(6.27687999845576 49.1977770983341,6.68544667871378 49.1387775460975)";32424.295146746;;;"ligne 400 kV Vigy - Saint-Avold;ligne 400 kV Vigy - Marlenheim;ligne 400 kV Vigy - Saint-Avold & Vigy - Marlenheim";820166
85709;325052;Red ElÃ©ctrica de EspaÃ±a;6;'';400000;3;;;;line;50;"SRID=4326;LINESTRING(2.28213108123648 41.9571907737084,2.36912447335715 41.9136140608434)";9539.82410896531;;;;366875
85709;423254;RTE;"6;3;3";'';"400000;400000;400000";;;;;line;;"SRID=4326;LINESTRING(2.28213108123648 41.9571907737084,2.30476370016692 42.0140478506987)";7668.2720088936;;;;768126
336505;126498;;"6;6;3;6;3;6";'';"220000;220000;220000;220000;220000;220000";;;;;line;;"SRID=4326;LINESTRING(42.2697242546525 47.44338195265,42.4704385372437 47.1711898060683)";35456.7318315759;;;"ÐÐ 220 ÐºÐ ""ÐÐ¾Ð»Ð³Ð¾Ð´Ð¾Ð½ÑÐºÐ°Ñ Ð¢Ð­Ð¦-2 - ÐÐ¸Ð¼Ð¾Ð²Ð½Ð¸ÐºÐ¸"";ÐÐ 220 ÐºÐ ""ÐÐ¾Ð»Ð³Ð¾Ð´Ð¾Ð½ÑÐºÐ°Ñ Ð¢Ð­Ð¦-2 - ÐÐ¸Ð¼Ð¾Ð²Ð½Ð¸ÐºÐ¸""";815796
336505;64474;;"3;3";'';"220000;220000";;;;;line;;"SRID=4326;LINESTRING(42.2697242546525 47.44338195265,42.2447988034086 47.4052602638956)";6236.24167439378;;;;816032
315106;54482;RTE;3;'';225000;;;;;line;;"SRID=4326;LINESTRING(4.71930246469053 45.5427680784366,4.76977684874645 45.5627878378925)";4291.70291009597;;;;530977
315106;64542;RTE;"6;3";'';"225000;225000";;;;;line;;"SRID=4326;LINESTRING(4.76977684874645 45.5627878378925,4.78678111737697 45.5719281853568)";2111.1188295642;;;;819431
298279;320865;;8;'';"220000;132000";;;;;line;"50;16.7";"SRID=4326;LINESTRING(6.61288957355239 46.6450679422632,6.57493296802096 46.6805508435874)";4938.16832398891;;;;443937
118517;118531;;3;'';"300000;300000";;;;;line;;"SRID=4326;LINESTRING(7.72513598561441 59.7739679209739,8.49343091154224 59.8655637610153)";47786.805261421;;;Rjukan-Totak;830321
118517;425854;;3;'';"300000;300000";;;;;line;;"SRID=4326;LINESTRING(8.49343091154224 59.8655637610153,9.8198918441942 59.7274721689618)";80141.505749872;;;;830322
303743;57828;Austrian Power Grid AG;"3;3;6";'';"220000;220000;220000";"1;1;1";"205A;205B";;;line;;"SRID=4326;LINESTRING(14.6951729095037 48.1641897413872,14.7116512870265 48.1304192403834)";3892.23057958201;;;;823446
118531;97379;;3;'';300000;;;;;line;;"SRID=4326;LINESTRING(6.6542002215111 59.5287457492589,7.72513598561441 59.7739679209739)";69232.2108450199;;;Kvilldal-Totak;192608
85767;319645;RTE;;'';225000;;;;;line;;"SRID=4326;LINESTRING(5.77281440133741 44.8721496862705,5.76600822934042 44.8803977432661)";981.120771877766;;;;607050
53033;120067;;3;'';330000;2;;;;line;;"SRID=4326;LINESTRING(31.3947094447558 49.7710707049834,30.7493849030161 50.13178619215)";84683.0971288463;;;;705515
315203;63614;;3;'';225000;;;;;line;;"SRID=4326;LINESTRING(3.21889399907598 43.3688268043655,3.48327033511215 43.4140586717106)";22467.7975830018;;;;605825
320140;320138;RWE;"9;9";'';"220000;110000;220000;110000";"2;1;1";2327;;;line;"50;50";"SRID=4326;LINESTRING(8.10754427251238 49.7794425462754,8.04474906971199 49.8049826454018)";5338.66350354392;;;"220 kV Windesheim; 110 kV Rosengarten Ost|West;220 kV Windesheim; 110 kV Rosengarten Ost|West";719164
320141;320060;RWE;;'';"220000;110000";;2327;;;line;50;"SRID=4326;LINESTRING(7.99642455832889 49.8255586471438,7.89862488351527 49.8603024871273)";8030.4324990439;;;220 kV Windesheim;491467
85852;324403;;"3;3";'';"220000;220000";;;;;line;;"SRID=4326;LINESTRING(15.6847900478037 50.8873684539735,15.6856721815467 50.8793872444899)";718.000125880855;;;"220kV Cieplice - BoguszÃ³w;220kV MikuÅowa - Cieplice";833101
80329;324081;RTE;"6;3;3";'';"225000;90000;225000;90000";;;;;line;;"SRID=4326;LINESTRING(0.833016691290474 49.3800359676946,0.813685360528735 49.4568579582551)";10508.9579979518;;;;823790
80329;324078;RTE;"6;3;3";'';"225000;90000;90000;225000";;;;;line;;"SRID=4326;LINESTRING(0.833016691290474 49.3800359676946,0.865497760665482 49.3757672384463)";2307.30379042835;;;;821525
315249;325558;Red ElÃ©ctrica de EspaÃ±a;6;'';220000;;;;;line;;"SRID=4326;LINESTRING(-4.53333999647161 36.7476126446157,-4.49685869413129 36.7701360841195)";4166.32386357241;;;;622244
315249;57303;Red ElÃ©ctrica de EspaÃ±a;6;'';220000;;;;;line;;"SRID=4326;LINESTRING(-4.38880800883589 36.7453940108183,-4.49685869413129 36.7701360841195)";10749.2090022521;;;;622243
305103;320627;RWE;3;'';220000;2;;;;line;50;"SRID=4326;LINESTRING(6.5675481875648 49.7990552886766,6.56844524520752 49.7993590637094)";71.6005029416955;;;220 kV Heisdorf - Quint Nord;350908
305103;320628;RWE;3;'';220000;2;;;;line;50;"SRID=4326;LINESTRING(6.5675481875648 49.7990552886766,6.56672443244926 49.8017565524384)";304.955857375364;;;220 kV Niederstedem West;519861
85924;317793;;"6;6";'';"220000;220000";;;;;line;;"SRID=4326;LINESTRING(39.3431481807139 48.6062842460816,39.2678161645358 48.7520649687025)";18384.4741749449;;;;814554
315326;304573;ERDF;3;'';225000;;;;;line;;"SRID=4326;LINESTRING(3.11838275154036 50.7045928811012,3.02704447890235 50.6829315418755)";9450.13303249044;;;;454928
85954;356179;PSE Operator oddziaÅ Bydgoszcz;3;'';220000;1;;;;line;50;"SRID=4326;LINESTRING(18.4316112603345 54.3366296735186,16.7102619896922 54.0241040661392)";127318.327246292;;;220kV GdaÅsk I - Å»ydowo;831520
53207;325664;;3;'';400000;;;;;line;;"SRID=4326;LINESTRING(17.1189249068728 51.2137672579724,17.6942805429992 51.1084971585859)";44366.9742023721;;;400kV DobrzeÅ - Pasikurowice;613234
53207;319832;;3;'';400000;;;;;line;;"SRID=4326;LINESTRING(17.1189249068728 51.2137672579724,16.9625221652029 51.0176140733651)";40911.8300668517;;;400kV Pasikurowice - WrocÅaw;831742
315360;315832;;3;'';220000;1;;;;line;;"SRID=4326;LINESTRING(40.2426274866745 60.9900673815327,40.1603135097177 61.6461350811212)";74686.9678336708;;;ÐÑÐ½Ð´Ð¾Ð¼Ð° - ÐÐ¾Ð½Ð¾ÑÐ°;830854
315360;58143;;6;'';220000;1;;;;line;;"SRID=4326;LINESTRING(40.2438573703196 60.9868755583436,40.2426274866745 60.9900673815327)";214.98907205013;;;;522922
380897;90618;Red ElÃ©ctrica de EspaÃ±a;3;'';220000;;;;;line;50;"SRID=4326;LINESTRING(-4.16013793027036 42.8795810748786,-4.04903289431176 43.1186366913484)";28993.894673999;;;;567183
380902;383681;;"3;3";'';"380000;220000";;;;;line;"50;50";"SRID=4326;LINESTRING(6.61410211952289 46.5577063704983,6.61382786386665 46.5578221896569)";33.8881200107462;;;;815597
380902;383682;;3;'';380000;;;;;line;50;"SRID=4326;LINESTRING(6.61410211952289 46.5577063704983,6.61389245273558 46.557660289847)";15.5030450215755;;;;402614
380902;380903;;3;'';220000;;;;;line;50;"SRID=4326;LINESTRING(6.61421584623786 46.5574036334928,6.61410211952289 46.5577063704983)";33.3963330754123;;;;346530
380903;380906;;3;'';220000;;;;;line;50;"SRID=4326;LINESTRING(6.61421584623786 46.5574036334928,6.61427082313325 46.5572574839891)";15.4162111263555;;;;346529
380903;383683;;"3;3;3";'';"220000;220000;220000";"2;2;2";;;;line;"50;50;50";"SRID=4326;LINESTRING(6.61421584623786 46.5574036334928,6.61401255748907 46.5573594674755)";14.9726546346119;;;;713931
380906;383684;;"3;3;3;3";'';"220000;220000;220000;220000";"2;2;2";;;;line;"50;50;50;50";"SRID=4326;LINESTRING(6.6142625237822 46.557255120123,6.61407969649122 46.5572146316163)";14.7243094124095;;;;801950
303785;315569;;"3;3";'';220000;;22.242;;;line;;"SRID=4326;LINESTRING(14.381341475708 41.0097735693777,14.3769769210686 41.0104324524278)";551.87025444199;;;Caivano-Maddaloni;821801
380244;380246;;;'';380000;;;;;line;;"SRID=4326;LINESTRING(10.2969928431371 44.7754985522957,10.2970947120903 44.7756839919193)";20.713460770935;;;;513605
86019;95597;;"3;3;3;3";'';"400000;400000;400000;400000";;;;;line;"50;50;50;50";"SRID=4326;LINESTRING(-8.26886012757425 53.134291746554,-9.42260719770313 52.6105642990501)";102572.758806229;;;;339700
302926;56988;RWE;"6;3";'';"220000;110000";"2;1";2388;;;line;"50;50";"SRID=4326;LINESTRING(6.54083067790369 51.2985241649685,6.5396483355763 51.2969901372723)";189.545891046648;;;"220kV Fichtenhain West+Utfort West;110 kV Krefeld Ost";812511
118826;65110;;"3;3;3";'';"300000;300000;300000";;;;;line;;"SRID=4326;LINESTRING(10.6067517420494 60.709336286317,10.5651640088715 60.802095310095)";10537.7042767651;;;;737896
86062;316380;Red ElÃ©ctrica de EspaÃ±a;3;'';220000;;;;;line;;"SRID=4326;LINESTRING(-0.916032306401281 41.5910969560292,-1.22397002563573 41.7187166737994)";30793.3181104233;;;;747698
86069;325035;;"6;12";'';220000;;;;;line;;"SRID=4326;LINESTRING(0.667952769087295 41.611966527961,0.674806356593027 41.6098710836161)";474.51200934341;;;;822941
86070;325035;Red ElÃ©ctrica de EspaÃ±a;6;'';220000;;;;;line;;"SRID=4326;LINESTRING(0.828235239912265 41.5305831168025,0.674806356593027 41.6098710836161)";15734.0394238399;;;;555559
86078;324780;;"3;3";'';"220000;220000";"1;1";;;;line;;"SRID=4326;LINESTRING(16.7899059796307 50.5941108364215,16.8036260916227 50.6057460503199)";1441.27000702344;;;"220kV ZÄbkowice - Groszowice;220kV Åwiebodzice - ZÄbkowice";832794
86083;86182;Red ElÃ©ctrica;3;'';220000;;;;;line;;"SRID=4326;LINESTRING(0.470262032172621 42.5430491144684,0.492010421185177 42.5889392334022)";6032.18507888831;;;;95106
315462;310242;;3;'';220000;2;2340;;;line;50;"SRID=4326;LINESTRING(6.79652911281298 49.3338440757709,6.79703414566571 49.33339865235)";60.356884122273;;;;614600
315462;315463;Amprion;12;'';"380000;220000";"4;2";4545;;;line;50;"SRID=4326;LINESTRING(6.79702749813261 49.3336985482047,6.79703414566571 49.33339865235)";32.0563937164366;;;"Ensdorf - Uchtelfangen Nord |SÃ¼d ; Uchtelfangen Taubental Nord|SÃ¼d";421556
315463;310242;;3;'';220000;2;2340;;;line;50;"SRID=4326;LINESTRING(6.79702749813261 49.3336985482047,6.79652911281298 49.3338440757709)";38.3727766942897;;;;630506
118861;53722;;"3;6;3";'';"220000;220000;220000";"1;1;1";;;;line;;"SRID=4326;LINESTRING(36.6867216683924 55.3475082817025,36.6278727879367 55.471936992153)";15401.38762899;;;;823053
118885;60088;;3;'';220000;;;;;line;;"SRID=4326;LINESTRING(19.3677527891757 51.6775907230231,19.55284562281 51.7280816222226)";15573.9147128849;;;220 kV Pabianice - JanÃ³w;705160
53351;53454;EirGrid;"3;3;3";'';"38000;38000;38000";"1;1";;;;line;"50;50;50";"SRID=4326;LINESTRING(-8.3442905597722 51.8284838859023,-8.36955199386795 51.8267936374093)";1919.24821196816;;;;741614
118911;424245;;;'';300000;;;;;line;;"SRID=4326;LINESTRING(9.08124901176591 61.8812441094543,8.98141602014596 61.9859801682989)";13704.5188502565;;;;769529
118911;120727;;;'';300000;;;;;line;;"SRID=4326;LINESTRING(9.08124901176591 61.8812441094543,9.31323757740419 61.4828858897515)";46832.719308462;;;;338723
85358;55468;Ð¤Ð¡Ð ÐÐ­Ð¡;"6;6;6;6;6";'';"220000;220000;220000;220000;220000";"1;1;1;1;1";;;;line;;"SRID=4326;LINESTRING(38.778550233802 55.212313969243,38.9957306754564 55.3708500298903)";28659.7913735346;;;;712047
53406;53994;RTE;;'';225000;;;;;line;;"SRID=4326;LINESTRING(2.2289751314723 44.5465332899991,2.21421419199715 45.246355127868)";80199.2953137264;;;;705212
86175;91645;;"6;3";'';"400000;400000";;;;;line;;"SRID=4326;LINESTRING(25.6422237143085 45.6801826898563,25.651704858936 45.6248544186005)";13302.3610427725;;;;816125
118965;63953;;"3;3;3;6;3";'';"300000;300000;300000;300000;300000";1;;;;line;"50;50";"SRID=4326;LINESTRING(10.6486201037791 59.5762360807668,10.617588856878 59.5804694686748)";1699.63958138912;;;;710466
118966;416446;;3;'';330000;;;;;line;;"SRID=4326;LINESTRING(35.9392874477409 48.5147560921946,35.6329338638137 48.4576586058677)";24058.9953720504;;;;758461
363895;122508;;6;'';330000;;"ÐÐ¡Ð - ÐÐ»Ð¾Ð±Ð¸Ð½; ÐÐ¡Ð - ÐÐ¾Ð¼ÐµÐ»Ñ";;;line;;"SRID=4326;LINESTRING(30.8973501742869 52.4579513201562,30.9425735372492 52.6346348845316)";23435.0742257514;;;;647005
118988;400605;National Grid;6;'';400000;4;;;;line;50;"SRID=4326;LINESTRING(-3.48051347049454 53.2467830862034,-3.08104704675967 53.2319946963075)";28410.7464631093;;;National Grid Deeside-Pentir;705791
118988;59069;National Grid;6;'';400000;4;;;;line;50;"SRID=4326;LINESTRING(-3.48051347049454 53.2467830862034,-4.15822641822313 53.1874145490757)";49522.0934793722;;;National Grid Deeside-Pentir;831944
53454;89886;EirGrid;"3;3";'';"110000;110000";"1;1";;;;line;"50;50";"SRID=4326;LINESTRING(-8.36955199386795 51.8267936374093,-8.30120422595733 51.8650885568194)";6649.55194362105;;;;334449
53459;332472;;"3;3;3;3;3;6;3";'';"220000;220000;220000;220000;220000;220000;220000";1;;;;line;;"SRID=4326;LINESTRING(37.3317110314077 55.8618523192039,37.3727683297253 55.8665430739857)";2821.53299939589;;;;823929
53459;93489;;"3;3;3;3;6";'';"220000;220000;220000;220000;220000";;;;;line;;"SRID=4326;LINESTRING(37.3247856196184 55.8617748599613,37.3317110314077 55.8618523192039)";220.096747343137;;;;829301
53459;119675;;"3;1;3;1;1";'';"500000;500000;500000;500000;500000";"3;3;3;3;3";;;;line;;"SRID=4326;LINESTRING(37.3317110314077 55.8618523192039,37.3257908096049 55.690055977513)";21748.9319353179;;;;824898
53462;63383;;"3;3;3;6;3";'';"300000;300000;300000;300000;300000";"2;1;2;2;1";;;;line;;"SRID=4326;LINESTRING(10.8837811975213 59.9442935728232,10.8111047566836 59.9215361748476)";4472.85665604145;;;"Frogner-Ulven;Vinstralinjen;Frogner-Ulven;Frogner-Ulven;Vinstralinjen";818512
119009;61003;;3;'';330000;;ÐÐ-330-04;;;line;;"SRID=4326;LINESTRING(43.0960831041187 44.0711168618735,44.0407199253694 43.7721796893067)";88543.3726461505;;;;199930
374823;65309;RTE;;'';"225000;225000";;;;;line;;"SRID=4326;LINESTRING(5.91622099769599 48.6920358282822,5.98666913809014 48.6828038486214)";5227.6815837769;;;;828238
374823;53879;RTE;3;'';225000;;;;;line;;"SRID=4326;LINESTRING(6.09762593043279 48.8572012121925,5.98666913809014 48.6828038486214)";21633.2631727578;;;ligne 225 kV Bezaumont - Croix-de-Metz;399572
53487;53377;;3;'';"220000;220000;220000;220000";;22.L09;;;line;;"SRID=4326;LINESTRING(9.23000109345859 45.5223164273185,9.2356430702092 45.5128195764826)";979.455653241729;;;Milano Ricevitrice Nord-Sesto San Giovanni;344230
315632;91859;;"3;6;3";'';"225000;225000;225000";"1;1";;;;line;;"SRID=4326;LINESTRING(6.22876826053897 49.3701835186572,6.17086078192434 49.3057205830998)";9613.7531497127;;;"ligne 225 kV Vigy - Basse-Ham;ligne 225 kV Vigy - Basse-Ham - Uckange;ligne 225 kV Vigy - Basse-Ham";815725
315632;95765;;6;'';225000;1;;;;line;;"SRID=4326;LINESTRING(6.22941292797839 49.232020117031,6.17086078192434 49.3057205830998)";9251.11048724619;;;ligne 225 kV Vigy - Basse-Ham - Uckange;750346
315635;62149;;6;'';220000;;"22.237;22.242";;;line;;"SRID=4326;LINESTRING(14.3792426910317 41.0028045911902,14.3301462181714 40.9842236890361)";4972.33740914312;;;;755246
315636;315638;;3;'';"220000;220000";;22.238;;;line;;"SRID=4326;LINESTRING(14.3498221975026 41.0496893730055,14.355816565562 41.040473567588)";1142.79253326229;;;Maddaloni-Air Liquide;719616
119029;316414;;3;'';220000;;;;;line;;"SRID=4326;LINESTRING(38.3433025072238 48.9049748992456,38.5204507264877 48.818034152901)";18549.176309422;;;;471326
119029;316415;;"6;3";'';"110000;220000";;;;;line;;"SRID=4326;LINESTRING(38.5096736380241 48.8201746794363,38.3433025072238 48.9049748992456)";18620.7383604243;;;;831359
314753;320077;RWE;3;'';220000;2;2400;;;line;50;"SRID=4326;LINESTRING(8.42163643868058 49.6391596720556,8.4226650096809 49.6400981393981)";126.826574081831;;;220 kV Windesheim;539074
314753;320078;RWE;"6;9";'';"220000;220000;110000";"2;2;1";2327;;;line;"50;50";"SRID=4326;LINESTRING(8.42291806509643 49.6399513669051,8.4226650096809 49.6400981393981)";23.2261476930193;;;"220 kV Rheinau Ost|West;220 kV Windesheim; 110 kV Rosengarten Ost|West";326167
86301;420478;;3;'';330000;2;Ð-206;;;line;;"SRID=4326;LINESTRING(33.5733413977818 48.1335915081248,33.2970949928874 49.0087208966947)";107185.207852649;;;;764172
315679;64540;RTE;6;'';225000;;;;;line;;"SRID=4326;LINESTRING(5.61138415894776 45.5838515695866,5.65535231533812 45.5972695538583)";3578.70016163113;;;;426982
325683;119568;;"3;3;3;6;3";'';"400000;400000;400000;400000;400000";;;;;line;"50;50";"SRID=4326;LINESTRING(19.0765573473888 51.2996471692455,19.3287011472611 51.316099903035)";18821.0557355912;;;"400kV OstrÃ³w Wlkp. - Rogowiec;400kV Rogowiec - TrÄbaczew;400kV OstrÃ³w Wlkp. - Rogowiec + Rogowiec - TrÄbaczew";818465
325683;325684;;3;'';400000;;;;;line;;"SRID=4326;LINESTRING(19.0765573473888 51.2996471692455,19.0723087652525 51.3011162480931)";337.151343462558;;;400kV OstrÃ³w Wlkp. - Rogowiec;654953
325683;325685;;3;'';400000;;;;;line;;"SRID=4326;LINESTRING(19.0740414357725 51.2974870504292,19.0765573473888 51.2996471692455)";296.320065979537;;;400kV Rogowiec - TrÄbaczew;422261
417504;59931;;3;'';220000;;;;;line;;"SRID=4326;LINESTRING(33.8145793281805 45.9570840575719,33.1044926109678 45.3359632015844)";91570.9397027776;;;;829525
417504;59572;;3;'';220000;;;;;line;;"SRID=4326;LINESTRING(33.7925592725662 45.9696229350878,33.8145793281805 45.9570840575719)";2094.02767431961;;;;759958
119109;326027;;3;'';220000;;;;;line;;"SRID=4326;LINESTRING(19.104952259091 50.0179907985102,19.1025733665006 50.0163873777855)";132.568002194738;;;220kV Moszczenica - Czeczot;621054
119109;326028;;3;'';220000;;;;;line;;"SRID=4326;LINESTRING(19.104952259091 50.0179907985102,19.1009424751023 50.0180547905266)";139.581218174048;;;220kV Czeczot - PorÄba;394171
53581;53606;;3;'';400000;;;;;line;;"SRID=4326;LINESTRING(18.16811560695 60.4035872688906,18.159058411415 60.3981699654806)";217.518077128795;;;;112170
331150;87612;RTE;;'';"225000;225000;225000";;;;;line;;"SRID=4326;LINESTRING(4.98497061067702 44.0184451719404,5.04522181490365 44.0349026902427)";5190.79014146572;;;;824867
402148;96148;;3;'';380000;;;;;line;;"SRID=4326;LINESTRING(28.9539269977943 40.2371986731938,28.9653524205157 40.2329245563441)";803.07321560997;;;Bursa DGKÃ TM - Bursa Sanayi TM EÄ°H;705523
402148;86414;;;'';"380000;380000;380000;380000;380000";;;;;line;;"SRID=4326;LINESTRING(28.9653524205157 40.2329245563441,28.0196677556741 39.6475335735246)";111144.159014853;;;"BalÄ±kesir-2 TM - Bursa Sanayi TM EÄ°H;BalÄ±kesir-2 TM - Bursa Sanayi TM EÄ°H;BalÄ±kesir-2 TM - Bursa Sanayi TM EÄ°H;BalÄ±kesir-2 TM - Bursa Sanayi TM EÄ°H;BalÄ±kesir-2 TM - Bursa Sanayi TM EÄ°H";830197
53606;324724;;"3;3;3";'';"400000;400000;400000";;;;;line;;"SRID=4326;LINESTRING(18.159058411415 60.3981699654806,18.0166752085178 59.957045155996)";51285.2972326898;;;;710235
53607;62919;RTE;;'';"225000;225000";;;;;line;;"SRID=4326;LINESTRING(2.80443220822281 44.0512093375265,2.82953396970844 44.1596364776602)";12387.2906085691;;;;819948
53607;63539;RTE;;'';225000;;;;;line;;"SRID=4326;LINESTRING(2.80443220822281 44.0512093375265,2.13803099778365 43.9545069530642)";55792.2100836717;;;;43429
381289;55894;;"6;3;3";'';"330000;330000;330000";;;;;line;;"SRID=4326;LINESTRING(31.2269748561412 58.625626649625,31.2721002534143 58.5882182194242)";13564.7459770201;;;;815511
53610;54071;;3;'';"380000;380000";3;21.301;;;line;;"SRID=4326;LINESTRING(12.3267991481752 41.8769383021497,11.8164452142458 42.1356828320389)";52253.2934236788;;;Santa Lucia-Roma Ovest;320951
325695;325696;Red ElÃ©ctrica de EspaÃ±a;3;'';220000;;;;;line;;"SRID=4326;LINESTRING(-0.501113053989739 39.251540940378,-0.527107064377136 39.1548994504932)";10962.0913101746;;;;563410
325695;325690;Red ElÃ©ctrica de EspaÃ±a;3;'';220000;;;;;line;;"SRID=4326;LINESTRING(-0.473214166042368 38.4943810564611,-0.527107064377136 39.1548994504932)";76677.14915886;;;;515332
315785;54371;RTE;3;'';225000;;;;;line;;"SRID=4326;LINESTRING(4.97631026732927 45.0014025735077,4.95949411972481 45.0242677742424)";3186.12528114349;;;;495941
53650;382538;;"3;6;3;3;3;3;3;3";'';"220000;220000;220000;220000;220000;220000;220000;220000";"1;1;1;1;1;1;1;1";;;;line;;"SRID=4326;LINESTRING(38.025893825948 59.1104180092715,38.1000192309205 59.0140441731444)";12662.3412056758;;;;827335
315796;315816;RTE;;'';225000;;;;;line;;"SRID=4326;LINESTRING(4.9270257714217 45.0112166433278,4.82917165870187 44.948453043617)";10970.1409050578;;;;534071
383682;383681;;3;'';220000;;;;;line;50;"SRID=4326;LINESTRING(6.61389245273558 46.557660289847,6.61382786386665 46.5578221896569)";17.2987100414325;;;;698267
383682;383683;;3;'';220000;;;;;line;50;"SRID=4326;LINESTRING(6.61401255748907 46.5573594674755,6.61389245273558 46.557660289847)";33.3176666763175;;;;698266
86434;403108;;"3;3;3";'';"220000;220000;220000";;;;;line;"50;50;50";"SRID=4326;LINESTRING(-8.54632804537494 52.640338904529,-9.36936397718972 52.5877172184064)";69754.8769452018;;;;329332
86434;61020;;3;'';220000;;;;;line;50;"SRID=4326;LINESTRING(-8.31979893344048 51.9540665243077,-8.54632804537494 52.640338904529)";82081.8140573209;;;;124757
86434;91542;EirGrid;3;'';220000;;;;;line;50;"SRID=4326;LINESTRING(-8.54632804537494 52.640338904529,-8.0377986564175 53.2710798180377)";89573.4954874914;;;;71818
315824;316280;RTE;6;'';225000;;;;;line;;"SRID=4326;LINESTRING(4.9468537456989 44.9087573651329,4.87952384734428 44.7097486656994)";22845.9376445005;;;;652635
315824;315825;RTE;3;'';225000;;;;;line;;"SRID=4326;LINESTRING(4.9468537456989 44.9087573651329,4.94742228944222 44.9165210883905)";864.788618003053;;;;363187
315825;315827;RTE;6;'';225000;;;;;line;;"SRID=4326;LINESTRING(4.94874892145381 44.9985985546347,4.94742228944222 44.9165210883905)";9185.6632237765;;;;587798
315827;54371;RTE;3;'';225000;;;;;line;;"SRID=4326;LINESTRING(4.97631026732927 45.0014025735077,4.94874892145381 44.9985985546347)";2292.32500597023;;;;443027
119228;390603;;"3;3;3";'';"220000;110000;220000";;;;;line;;"SRID=4326;LINESTRING(43.1511845777239 47.6629825612021,42.4011962897445 47.5604843750245)";61518.5886120041;;;;821012
86483;324726;;3;'';220000;;;;;line;;"SRID=4326;LINESTRING(16.006177281227 51.6621574757291,15.3119173278054 51.9388518656677)";60197.8224113803;;;220kV LeÅniÃ³w - Å»ukowice;540408
53722;423596;;"3;3;3;3";'';"220000;220000;220000;220000";"1;1;1;1";;;;line;;"SRID=4326;LINESTRING(36.6278727879367 55.471936992153,36.8814653950969 55.4795913736469)";37835.517457294;;;;768605
53722;425068;;"3;3";'';"220000;220000";"1;1";;;;line;;"SRID=4326;LINESTRING(36.6278727879367 55.471936992153,35.6786755984964 55.4733274165473)";64832.4688506722;;;;770685
53722;95006;;"3;3;3;3;3;3";'';"220000;220000;220000;220000;220000;220000";"1;1;1;1;1;1";;;;line;;"SRID=4326;LINESTRING(36.6278727879367 55.471936992153,37.2914218602384 55.2007403157309)";67831.9325617229;;;;330618
53727;63060;AS âAugstsprieguma tÄ«klsâ;"3;3";'';"330000;330000";"2;2";LN-466;;;line;"50;50";"SRID=4326;LINESTRING(24.1237905149821 56.9059949139448,24.0041154941612 56.9402670261366)";9635.56334538715;;;;720358
374865;59730;;3;'';220000;;;;;line;50;"SRID=4326;LINESTRING(-8.55476254073004 41.2034328212314,-8.54908554843574 41.2325192340084)";3899.47083886237;;;;593123
86508;324989;RTE;;'';225000;;;;;line;;"SRID=4326;LINESTRING(3.47791124814314 49.3432131840153,3.63023579357244 49.3873228739457)";11973.4669189536;;;;486463
86508;54149;RTE;;'';225000;;;;;line;;"SRID=4326;LINESTRING(3.32003968274082 49.3559615777727,3.47791124814314 49.3432131840153)";12858.5839992234;;;;26782
