node_id;capacity;name;source;ref;lon;operator;ngen;frequency;voltage;lat;wktsrid4326;typ;netcapacity
131383;;Ð¯Ð²ÐµÐ½Ð³Ð°-ÑÑÐ³Ð¾Ð²Ð°Ñ;;;40.1632789144;;;;220000;60.6161566878;"SRID=4326;POINT(40.1632789143507 60.6161566877805)";substation;
65848;;Poste Ã©lectrique de Magny - Surtille;;;5.14802904215;;;;250000;47.2908089408;"SRID=4326;POINT(5.14802904214861 47.2908089408215)";substation;
295228;;"307;105;303;105;303;307";;;8.59854148792;TenneT;;"50;50";"380000;380000;110000;380000;110000";53.0859140895;"SRID=4326;POINT(8.59854148791918 53.0859140895399)";joint;
295229;;307;;301;8.42338968062;TenneT;;"50;50;50";"380000;380000;380000";53.2315016435;"SRID=4326;POINT(8.42338968062059 53.2315016435464)";joint;
65858;;Umspannwerk Rodund I;;;9.8810623261;Vorarlberger Illwerke AG;;;;47.0844600847;"SRID=4326;POINT(9.8810623261048 47.0844600846722)";substation;
295235;;"086;303;105;303";;;8.61895210949;EON_Netz;;"50;50;50";"110000;110000;380000;380000;110000";53.0958088767;"SRID=4326;POINT(8.61895210948966 53.0958088766831)";joint;
295244;;"Abbenfleth-Sottrum;Abbenfleth-Sottrum";;2142;9.49973183011;transpower;;"50;50";"220000;220000;220000";53.5460228584;"SRID=4326;POINT(9.49973183010553 53.5460228584065)";joint;
295248;;"512;513;513;512";;"512;513";12.6186989357;50Hertz;;"50;50;50";"380000;380000;380000";53.589085947;"SRID=4326;POINT(12.6186989357382 53.5890859469779)";joint;
295249;;"315, 316, 513;315, 316, 509, 513;509";;"315;316;513";13.1381055517;50Hertz Transmission;;"50;50";"380000;380000;380000";53.9056127715;"SRID=4326;POINT(13.1381055516683 53.905612771508)";joint;
295250;;"315, 316, 509, 513;513;509";;"315;316;509;513";13.1429138741;50Hertz Transmission;;"50;50;50;50";"380000;380000;220000;380000";53.9059170679;"SRID=4326;POINT(13.1429138740581 53.9059170678674)";joint;
295252;;"220 KV;220 KV;220 KV";;4578;6.6543624546;RWE;;"50;50;50";"220000;220000;220000";51.3824777472;"SRID=4326;POINT(6.65436245460045 51.3824777472438)";joint;
295253;;"380kV Meerbusch West+220kV MÃ¼ndelheim Nord;220 KV";;4578;6.65257534617;RWE;;"50;50;50";"380000;220000;380000;220000;220000";51.384007862;"SRID=4326;POINT(6.65257534617422 51.3840078619821)";joint;
295256;;;;;8.48113159045;EON;;"50;50;50;50";"380000;380000;380000;380000";50.5925468684;"SRID=4326;POINT(8.48113159045323 50.5925468683535)";joint;
295258;;;;;5.41411612383;;;;"220000;220000;220000";50.5823304768;"SRID=4326;POINT(5.41411612382634 50.5823304768161)";joint;
295260;;;;;5.46636932727;;;;"70000;220000";50.5910981678;"SRID=4326;POINT(5.466369327273 50.5910981678086)";joint;
349;;RÃ¼stersieler-/Kurt-Schumacher-StraÃe;;463 E;8.10553905314;;;;;53.5565256493;"SRID=4326;POINT(8.10553905313517 53.5565256492864)";sub_station;
295264;;"380 kV RÃ¶he Nord;380 kV RÃ¶he Nord";;;6.28701555328;;;"50;50;50";"380000;110000;110000;380000;110000";50.8305666943;"SRID=4326;POINT(6.28701555327532 50.8305666942708)";joint;
295265;;"380 kV RÃ¶he Nord;380 kV RÃ¶he Nord";;;6.29241388914;RWE;;"50;50;50";"380000;110000;380000;110000;110000";50.8301360432;"SRID=4326;POINT(6.29241388914371 50.8301360431862)";joint;
328037;;;;;1.88989204407;RTE;;"50;50;50";"225000;225000;225000";50.8184959518;"SRID=4326;POINT(1.88989204406882 50.8184959518054)";joint;
295274;;;;;8.63365016451;E.ON Westfalen Weser;;"50;50;50";"220000;380000;220000;380000;220000";51.9998936778;"SRID=4326;POINT(8.63365016450537 51.9998936777847)";joint;
295275;;;;A 01, 04, 05;8.63411755795;Wesertal;;"50;50;50";"220000;380000;220000;380000;220000";52.0032843567;"SRID=4326;POINT(8.63411755794769 52.0032843567084)";joint;
295277;;;;;8.68071874129;TenneT;;"50;50";"220000;220000;220000";51.9968418472;"SRID=4326;POINT(8.68071874128973 51.9968418471506)";joint;
295279;;;;2812;8.66044663994;TenneT;;"50;50";"380000;220000;110000;380000;220000;110000";51.9959151786;"SRID=4326;POINT(8.66044663993607 51.9959151786273)";joint;
295281;;;;;8.63329299435;E.ON Westfalen Weser;;"50;50;50";"220000;220000;220000";52.002868375;"SRID=4326;POINT(8.6332929943484 52.0028683749861)";joint;
426644;;;;;-4.21864065951;Red ElÃ©ctrica de EspaÃ±a;;;220000;43.3311554784;"SRID=4326;POINT(-4.21864065951041 43.3311554783619)";joint;
295284;;;;;-9.13045444923;;;;"150000;220000;150000;220000";38.8416208309;"SRID=4326;POINT(-9.13045444923483 38.841620830859)";joint;
295288;;"Meitingen Nord; SÃ¼d";;M11;10.8637362728;Amprion;;;"110000;110000;380000";48.539176582;"SRID=4326;POINT(10.8637362727954 48.5391765820159)";joint;
65913;;Poste Ã©lectrique de Champagnolle;;;5.90755606;RTE;;;"225000;63000;20000";46.7582301099;"SRID=4326;POINT(5.90755605999922 46.7582301098939)";substation;
295290;;"Finnentrop - Hagen;220kV Nordleitung+SÃ¼dleitung";;475;7.51204056038;DB_Energie;;"16.7;50;16.7";"110000;220000;220000;110000";51.4009298441;"SRID=4326;POINT(7.51204056038073 51.4009298440604)";joint;
98688;;ÐÐ¾Ð´ÑÑÐ°Ð½ÑÐ¸Ñ ÐÐ¾Ð±Ð¾Ð² Ð´Ð¾Ð»;;;23.0299379136;;;;220000;42.2856198188;"SRID=4326;POINT(23.0299379135703 42.2856198187843)";station;
295302;;"Raitersaich - Trennfeld;Raitersaich - Ludersheim;Ludersheim - Raitersaich;Raitersaich - Trennfeld";;"211;237";10.8419887784;TenneT TSO GmbH;;;"220000;220000;220000";49.3861637662;"SRID=4326;POINT(10.8419887784191 49.3861637661992)";joint;
295307;;"Irsching - Raitersaich;Ingolstadt - Raitersaich;Irsching - Raitersaich;Ingolstadt - Raitersaich";;"424;425;265;266";10.8383251792;TenneT TSO GmbH;;;"380000;220000;380000;220000";49.3722481872;"SRID=4326;POINT(10.8383251791959 49.3722481872167)";joint;
295310;;"Oberbrunn - Oberbachern;Oberbrunn - Oberbachern;Karlsfeld/West - Oberbachern;Karlsfeld/West - Oberbachern";;"269;270";11.4062291424;TenneT TSO GmbH;;"50;50";"220000;220000;110000;110000";48.2238678735;"SRID=4326;POINT(11.4062291423698 48.2238678734573)";joint;
65935;;TE Tuzla;;;18.6056377436;;;;;44.5214500003;"SRID=4326;POINT(18.6056377436196 44.5214500003178)";plant;
295312;;"Grafenrheinfeld - Kupferzell;Grafenrheinfeld - Kupferzell";;348;9.98465302059;Energieversorgung Schwaben AG;;;"380000;380000;380000";49.6042378377;"SRID=4326;POINT(9.9846530205936 49.6042378376978)";joint;
295317;;"Grafenrheinfeld - Eltmann;Grafenrheinfeld - Oberhaid";;"422;423";10.1904835525;TenneT TSO GmbH;;;"380000;380000;220000;380000";49.9793784648;"SRID=4326;POINT(10.1904835524863 49.9793784647879)";joint;
295318;;"Grafenrheinfeld - Raitersaich;Bergrheinfeld - Raitersaich";;"433;434;278";10.1899824722;TenneT TSO GmbH;;;"380000;380000;220000;380000;220000";49.9790214612;"SRID=4326;POINT(10.1899824722208 49.9790214611963)";joint;
295319;;"BrÃ¼nnstadt - Heidenfeld - Schwebheim;BrÃ¼nnstadt - Knetzgau;Grafenrheinfeld - Eltmann;Grafenrheinfeld - Oberhaid;HaÃfurt - Heidenfeld - Schwebheim;BrÃ¼nnstadt - Heidenfeld - Schwebheim;Grafenrheinfeld - Eltmann;Grafenrheinfeld - Oberhaid;HaÃfurt - Heidenfeld - Schwebheim;BrÃ¼nnstadt - Knetzgau";;"151;152";10.2385576136;TenneT TSO GmbH;;;"110000;380000;110000;380000;110000";49.973013063;"SRID=4326;POINT(10.2385576135681 49.973013063045)";joint;
295320;;"BrÃ¼nnstadt - Heidenfeld - Schwebheim;BrÃ¼nnstadt - Knetzgau;Grafenrheinfeld - Raitersaich;Bergrheinfeld - Raitersaich;BrÃ¼nnstadt - Heidenfeld - Schwebheim;BrÃ¼nnstadt - Knetzgau;Grafenrheinfeld - Raitersaich;Bergrheinfeld - Raitersaich";;"151;152";10.2390716296;"TenneT TSO GmbH;E.ON Netz GmbH";;;"110000;380000;220000;110000;380000;220000";49.9724528734;"SRID=4326;POINT(10.2390716295737 49.9724528733883)";joint;
295325;;"Bergrheinfeld - Raitersaich;GroÃkrotzenburg - Grafenrheinfeld;Aschaffenburg - Grafenrheinfeld;GroÃkrotzenburg - Grafenrheinfeld;Aschaffenburg - Grafenrheinfeld";;278;10.1626630875;TenneT TSO GmbH;;;"220000;380000;380000;220000";49.9862934714;"SRID=4326;POINT(10.1626630874632 49.9862934714093)";joint;
295331;;"Redwitz - Remptendorf;Redwitz - Remptendorf;Windheim - Redwitz;Redwitz - Remptendorf;Redwitz - Remptendorf;Windheim - Redwitz";;"413;414;168";11.305713052;"TenneT TSO GmbH;E.ON Netz GmbH";;;"380000;110000;20000;380000;110000";50.293884393;"SRID=4326;POINT(11.3057130519685 50.2938843930392)";joint;
295332;;"Friesen - Redwitz;Redwitz - Remptendorf;Redwitz - Remptendorf;Windheim - Redwitz;Redwitz - Remptendorf;Redwitz - Remptendorf;Friesen - Redwitz;Windheim - Redwitz";;167;11.3023823684;E.ON Netz GmbH;;;"110000;20000;380000;110000;380000;110000";50.2911414705;"SRID=4326;POINT(11.3023823683896 50.2911414705003)";joint;
360869;;;;;-1.89160261603;;;;220000;43.2851199692;"SRID=4326;POINT(-1.89160261603284 43.2851199692435)";joint;
295336;;"Redwitz - Remptendorf;Friesen - Redwitz;Windheim - Redwitz;Redwitz - Remptendorf;Redwitz - Remptendorf;Friesen - Redwitz;Windheim - Redwitz";;"413;414";11.1933452185;TenneT TSO GmbH;;;"380000;110000;380000;110000";50.1661928675;"SRID=4326;POINT(11.1933452185293 50.1661928674853)";joint;
365980;;;;;-5.87664608721;Red ElÃ©ctrica de EspaÃ±a;;50;220000;41.191678691;"SRID=4326;POINT(-5.8766460872055 41.1916786909656)";joint;
295339;;"Redwitz - Remptendorf;Windheim - Redwitz;Redwitz - Remptendorf;Redwitz - Remptendorf;Windheim - Redwitz";;"413;414";11.3241694785;TenneT TSO GmbH;;;"20000;380000;110000;380000;110000;20000";50.3134515782;"SRID=4326;POINT(11.3241694784699 50.3134515782242)";joint;
295342;;"Grafenrheinfeld - Oberhaid;Eltmann - Redwitz;Grafenrheinfeld - Oberhaid;Eltmann - Redwitz";;"423;428";10.6657833371;TenneT TSO GmbH;;;"380000;380000;380000";49.9764617603;"SRID=4326;POINT(10.6657833371238 49.976461760289)";joint;
295343;;"Eltmann - HaÃfurt;Eltmann - Knetzgau;Grafenrheinfeld - Eltmann;Grafenrheinfeld - Oberhaid;Grafenrheinfeld - Eltmann;Grafenrheinfeld - Oberhaid;Eltmann - HaÃfurt;Eltmann - Knetzgau";;"123;150";10.6606692282;"TenneT TSO GmbH;E.ON Netz GmbH";;;"110000;380000;380000;380000;110000";49.9752225594;"SRID=4326;POINT(10.6606692282113 49.9752225594048)";joint;
295345;;"HaÃfurt - Heidenfeld - Schwebheim;Grafenrheinfeld - Eltmann;Grafenrheinfeld - Oberhaid;Eltmann - Knetzgau;Grafenrheinfeld - Eltmann;Grafenrheinfeld - Oberhaid;HaÃfurt - Heidenfeld - Schwebheim;Eltmann - Knetzgau";;121;10.5618045108;E.ON Netz GmbH;;;"110000;380000;380000;110000";49.9785486873;"SRID=4326;POINT(10.5618045107968 49.9785486873148)";joint;
295346;;"Grafenrheinfeld - Eltmann;Grafenrheinfeld - Oberhaid;Eltmann - HaÃfurt;Eltmann - Knetzgau;Eltmann - HaÃfurt;Grafenrheinfeld - Eltmann;Grafenrheinfeld - Oberhaid;Eltmann - Knetzgau";;"422;423;123;150";10.5659796107;"TenneT TSO GmbH;E.ON Netz GmbH";;;"380000;110000;110000;380000";49.9787867501;"SRID=4326;POINT(10.5659796107428 49.9787867501102)";joint;
295348;;"Riedenburg - Sittling;Dietfurt - Sittling;Ingolstadt - Sittling;Ingolstadt - Sittling;Riedenburg - Sittling;Dietfurt - Sittling";;"148;149";11.737312493;E.ON Netz GmbH;;"50;50;50";"110000;220000;220000;110000";48.8510072431;"SRID=4326;POINT(11.7373124929794 48.8510072431187)";joint;
295349;;;;;4.23090553724;;;;"380000;380000;380000";51.0226406548;"SRID=4326;POINT(4.23090553724001 51.0226406548214)";joint;
295353;;"Bergrheinfeld - Schweinfurt;Grafenrheinfeld - Schwebheim;Schweinfurt - Zeuzleben;Bergrheinfeld - Schweinfurt;Schweinfurt - Zeuzleben;Grafenrheinfeld - Schwebheim";;"271;125;126";10.191395073;E.ON Netz GmbH;;;"220000;110000;220000;110000;110000";50.0247526616;"SRID=4326;POINT(10.1913950730051 50.0247526615761)";joint;
295355;;"Schweinfurt - Schwebheim;Bergrheinfeld - Schweinfurt;Schweinfurt - Zeuzleben;Schweinfurt - Schwebheim;Schweinfurt - Zeuzleben";;271;10.1946171503;E.ON Netz GmbH;;;"220000;110000;220000;110000;110000;110000";50.0264112428;"SRID=4326;POINT(10.1946171502661 50.0264112427931)";joint;
295362;;"Trennfeld - Aschaffenburg;Raitersaich - Trennfeld;Trennfeld - Aschaffenburg;Raitersaich - Trennfeld";;"217;218";9.56792851288;TenneT TSO GmbH;;;"220000;220000;220000";49.8206827395;"SRID=4326;POINT(9.5679285128778 49.820682739465)";joint;
431521;;;;;15.5277173944;;;"50;50";"220000;220000";62.5009992069;"SRID=4326;POINT(15.5277173943801 62.5009992068986)";joint;
128735;;;;;44.3154267676;;;;;52.0555555054;"SRID=4326;POINT(44.3154267676101 52.055555505364)";substation;
426442;;;;;39.3967846871;;;;"220000;220000;110000;220000;220000;110000;110000";55.6181872121;"SRID=4326;POINT(39.3967846870887 55.6181872120631)";joint;
426443;;;;;39.2553894183;;;;"220000;220000;110000;110000;110000;220000;220000";55.7058436464;"SRID=4326;POINT(39.2553894183007 55.7058436464156)";joint;
295372;;"220kV Fichtenhain Ost+Utfort West;110kV Gladbach Ost+Viersen Nord";;4539;6.51791842407;RWE;;"50;50;50";"220000;220000;110000;110000";51.3215548512;"SRID=4326;POINT(6.51791842407388 51.3215548511515)";joint;
461;;;;;8.40394268186;;;;;49.0892349842;"SRID=4326;POINT(8.40394268185539 49.089234984154)";substation;
295376;;"110 kV Neukirchen Ost+West;220kV Utfort West+Uerdingen West";;2303;6.58449041382;RWE;;"50;50";"110000;220000";51.4393552659;"SRID=4326;POINT(6.58449041382329 51.4393552658584)";joint;
295378;;"220 kV Frixheim SÃ¼d; NiederauÃem 5e;220 kV NiederauÃem 4d; Stommeln Nord;220 kV Frixheim SÃ¼d; NiederauÃem 4d|5e; Stommeln Nord";;4515;6.85419107259;RWE;;"50;50;50";"220000;220000;220000";51.0238523935;"SRID=4326;POINT(6.85419107258533 51.0238523934622)";joint;
295379;;"380 kV Opladen Nord|SÃ¼d;380 kV Opladen Nord|SÃ¼d; 220 kV Frixheim SÃ¼d; NiederauÃem 5e;220 kV Frixheim SÃ¼d; NiederauÃem 5e";;4515;6.85369637036;RWE;;"50;50;50";"380000;380000;220000;220000";51.0241340638;"SRID=4326;POINT(6.85369637035836 51.0241340637737)";joint;
295381;;"380 kV NiederauÃem 6f|7g|8h; 220 kV NiederauÃem 5e;220 kV NiederauÃem 5e;380 kV NiederauÃem 6f|7g|8h";;4589;6.69706593776;RWE;;"50;50;50";"380000;220000;220000;380000";51.0039092899;"SRID=4326;POINT(6.69706593775622 51.003909289926)";joint;
295383;;"220 kV NiederauÃem 3c|4d;220 kV NiederauÃem 1a|2b|3c|4d;220 kV NiederauÃem 1a|2b";;4560;6.69363617;RWE;;"50;50;50";"220000;220000;220000";51.0029048887;"SRID=4326;POINT(6.69363617000146 51.0029048886754)";joint;
295386;;"380 kV Paffendorf SÃ¼d; Selfkant weiÃ; 110 kV Auenheim Nord; Glesch Nord;380 kV Paffendorf SÃ¼d; Selfkant weiÃ; 110 kV Auenheim Nord; Glesch Nord;110kV Glesch Nord";;4179;6.62173573331;RWE;;"50;50;50";"380000;110000;380000;110000;110000";50.9635756824;"SRID=4326;POINT(6.62173573331276 50.9635756824282)";joint;
295387;;"110 kV Auenheim Nord; Glesch Nord;380 kV Paffendorf SÃ¼d; Selfkant weiÃ;380 kV Paffendorf SÃ¼d; Selfkant weiÃ; 110 kV Auenheim Nord; Glesch Nord";;0008;6.66352365353;RWE;;"50;50;50";"110000;380000;380000;110000";50.9763307844;"SRID=4326;POINT(6.66352365353096 50.9763307843942)";joint;
295388;;"380 kV Paffendorf SÃ¼d; Selfkant weiÃ;110 kV Glesch SÃ¼d; Grefrath West;380 kV Selfkant WeiÃ; 380 kV Paffendorf SÃ¼d; 110 kV Glesch SÃ¼d; Grefrath West";;4179;6.66661161232;RWE;;"50;50;50";"380000;110000;380000;110000";50.974436779;"SRID=4326;POINT(6.66661161232012 50.9744367790006)";joint;
295389;;"380 kV Selfkant WeiÃ; 380 kV Paffendorf SÃ¼d; 110 kV Glesch SÃ¼d; Grefrath Ost;110 kV Grefrath Ost|West;380 kV Selfkant WeiÃ; 380 kV Paffendorf SÃ¼d; 110 kV Glesch SÃ¼d; Grefrath West";;4179;6.68638353172;RWE;;"50;50;50";"380000;110000;110000;380000;110000";50.9659612547;"SRID=4326;POINT(6.68638353172359 50.9659612546528)";joint;
295390;;"110 kV Glesch SÃ¼d; Grefrath Ost;380 kV Selfkant WeiÃ; 380 kV Paffendorf SÃ¼d; 110 kV Glesch SÃ¼d; Grefrath Ost";;2321;6.69717301694;RWE;;"50;50;50";"110000;380000;110000;380000;110000";50.970170077;"SRID=4326;POINT(6.69717301693809 50.9701700770486)";joint;
295392;;"380 kV Paffendorf SÃ¼d; Selfkant WeiÃ;110 kV Glesch SÃ¼d; Grefrath Ost";;4514;6.69729437933;RWE;;"50;50;50";"380000;380000;110000;110000";50.9753744868;"SRID=4326;POINT(6.69729437933298 50.9753744867717)";joint;
295393;;"220 kV NiederauÃem 2b; Rommerskirchen Ost;220 kV NiederauÃem 1a|3c;220 kV NiederauÃem 1a|2b|3c; Rommerskirchen Ost";;2352;6.69948725677;RWE;;"50;50;50";"220000;220000;220000";50.9749358401;"SRID=4326;POINT(6.69948725677304 50.9749358400899)";joint;
295394;;"220 kV NiederauÃem 5e;220 kV NiederauÃem 5e";;4560;6.70571994788;RWE;;"50;50;50";"220000;220000;0;0";51.0039985476;"SRID=4326;POINT(6.70571994787732 51.0039985476298)";joint;
295395;;"220 kV NiederauÃem 5e;220 kV Frixheim SÃ¼d; NiederauÃem 5e;220 kV Frixheim SÃ¼d";;2357;6.7145380802;RWE;;"50;50;50";"220000;220000;220000";51.0050142871;"SRID=4326;POINT(6.71453808020082 51.0050142870708)";joint;
98791;;;;;-5.93093717759;;;;;41.6697397226;"SRID=4326;POINT(-5.93093717758937 41.6697397225964)";substation;
295401;;"KKW KrÃ¼mmel - Hamburg/OST;KKW KrÃ¼mmel - UW HH-OST";;;10.159276888;Vattenfall Europe AG;;"50;50;50";"110000;380000;110000;380000";53.5511301891;"SRID=4326;POINT(10.1592768879997 53.5511301890786)";joint;
295402;;;;;7.51906556557;RWE;;"50;50";"220000;0";51.5354806746;"SRID=4326;POINT(7.5190655655656 51.5354806746451)";joint;
33262;;;;016017 Sportplatz Merschweg;8.70264535973;;;;;51.7489921878;"SRID=4326;POINT(8.7026453597337 51.7489921877656)";substation;
131568;;Latina;;;12.8058034923;;;;380000;41.428222143;"SRID=4326;POINT(12.8058034922793 41.4282221430222)";substation;
295413;;;;;2.48713237931;RTE;;;"63000;225000;225000;63000";48.5479797729;"SRID=4326;POINT(2.48713237930773 48.547979772869)";joint;
295414;;;;;2.49228215134;RTE;;;"225000;225000;225000";48.5418088383;"SRID=4326;POINT(2.49228215133701 48.5418088382585)";joint;
295415;;;;;2.33275743672;RTE;;;"400000;400000;400000";48.5497012772;"SRID=4326;POINT(2.33275743672097 48.5497012772288)";joint;
328184;;;;;23.0108247149;;;;"400000;400000";42.5254142351;"SRID=4326;POINT(23.0108247149365 42.5254142350847)";joint;
295418;;;;;2.65135043196;RTE;;;"225000;225000;225000";48.5618142568;"SRID=4326;POINT(2.65135043195719 48.561814256797)";joint;
131580;;;;;7.61204548326;;;;;45.1052104669;"SRID=4326;POINT(7.61204548325845 45.1052104668697)";substation;
131581;;;;;7.73125582133;;;;;45.2052725655;"SRID=4326;POINT(7.73125582133146 45.2052725654706)";substation;
295422;;;;;2.30798818939;RTE;;;"400000;400000;400000";48.5503036621;"SRID=4326;POINT(2.30798818939194 48.5503036620691)";joint;
295423;;;;;2.27944943147;RTE;;;"225000;225000;225000";48.5565246946;"SRID=4326;POINT(2.27944943146769 48.5565246946194)";joint;
295424;;;;;2.28561214381;RTE;;;"225000;225000;225000";48.551974068;"SRID=4326;POINT(2.28561214381133 48.551974068044)";joint;
328193;;;;;5.95585117463;;;;;46.1909172763;"SRID=4326;POINT(5.95585117462702 46.1909172763108)";joint;
66052;;SubestaciÃ³ elÃ¨ctrica de Can JardÃ­;;;2.02378452063;;;50;"400000;132000";41.4748095221;"SRID=4326;POINT(2.02378452063332 41.4748095221008)";substation;
66053;;;;;2.00982668796;Red ElÃ©ctrica de EspaÃ±a;;;;41.4731997685;"SRID=4326;POINT(2.00982668796271 41.4731997685433)";substation;
295430;;380kV Uentrop Nord+ANK;;4373;7.82599043341;RWE;;"50;50";"380000;380000;380000";51.7500675543;"SRID=4326;POINT(7.82599043340792 51.7500675542728)";joint;
295431;;"380kV Gersteinwerk Ost;380kV Uentrop Nord;380kV Gersteinwerk Ost+GÃ¼tersloh SÃ¼d";;4373;7.83143009178;RWE;;50;"380000;380000;380000;380000";51.7538422573;"SRID=4326;POINT(7.83143009177938 51.753842257322)";joint;
295432;;"380kV Gersteinwerk Ost+GÃ¼tersloh SÃ¼d;380kV Gersteinwerk Ost+GÃ¼tersloh SÃ¼d;380kV Gersteinwerk Ost";;4373;7.83402074323;RWE;;"50;50";"380000;380000;380000";51.7550403465;"SRID=4326;POINT(7.83402074322725 51.7550403464858)";joint;
295435;;"380kV Gersteinwerk Ost+GÃ¼tersloh SÃ¼d;380kV Gersteinwerk Ost+GÃ¼tersloh SÃ¼d;380kV Gersteinwerk Ost+GÃ¼tersloh SÃ¼d";;4373;7.83447906369;RWE;;"50;50;50";"380000;380000;380000";51.7523437809;"SRID=4326;POINT(7.83447906368521 51.752343780904)";joint;
295438;;380kV Uentrop Nord+ANK;;4307;7.63897718127;RWE;;;"220000;380000;220000;380000";51.8886903463;"SRID=4326;POINT(7.63897718126629 51.8886903462844)";joint;
295444;;"Gladbeck West+Gelsenkirchen SÃ¼d;110kV Gelsenkirchen Nord+SÃ¼d";;2343;7.06931907784;RWE;;;"220000;110000;110000;380000;220000;110000;380000";51.5075587596;"SRID=4326;POINT(7.0693190778371 51.5075587595865)";joint;
295445;;;;4526;7.07080534047;RWE;;;"220000;110000;380000;380000;220000;110000";51.5068860754;"SRID=4326;POINT(7.07080534047467 51.506886075351)";joint;
295446;;"Gladbeck West+Gelsenkirchen SÃ¼d;110kV Gelsenkirchen SÃ¼d";;4546;7.09969695664;RWE;;;"380000;220000;220000;110000;110000;380000;220000;110000";51.4821947531;"SRID=4326;POINT(7.09969695664252 51.4821947531063)";joint;
295447;;110kV Rotthausen West;;0795;7.14185561158;RWE;;50;"110000;380000;220000;110000;380000;220000;110000";51.5131476764;"SRID=4326;POINT(7.14185561157848 51.5131476764497)";joint;
66072;;Salerno Nord;;;14.7712957891;;;;220000;40.6922339911;"SRID=4326;POINT(14.7712957891494 40.6922339911293)";substation;
295450;;110kV Vohwinkelstr West;;4550;7.14165007704;RWE;;50;"380000;220000;110000;110000;380000;220000;110000";51.5134773489;"SRID=4326;POINT(7.14165007704147 51.5134773488544)";joint;
295452;;380kV Herne 1A;;4129;7.13752366578;RWE;;50;"380000;110000;220000;380000;220000;110000";51.5219862865;"SRID=4326;POINT(7.13752366578387 51.5219862865177)";joint;
